EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2249039;1;01/08/1977;1;4,0;7,2;30;2;1;1;0;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;3,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/07/1977;1;8,0;21,6;24;5;1;1;0;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;5,1;4,8;8,0;2,4;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/06/1977;1;22,4;46,8;4;10;1;1;0;;0;6,9;0,0;0,7;22,4;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;1,7;5,1;0,0;0,0;0,0;0,0;0,0;7,0;0,0;0,8;0,2;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/05/1977;1;3,2;3,5;1;3;1;1;0;;0;3,2;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/04/1977;1;29,2;128,5;9;9;1;1;0;;0;18,6;0,0;0,5;0,0;0,0;0,0;0,0;27,5;29,2;8,4;0,0;0,0;0,0;0,0;0,0;0,0;3,0;23,1;0,0;16,2;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/03/1977;1;60,6;199,0;29;13;1;1;0;;0;0,0;0,0;20,2;16,7;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;12,6;0,0;6,8;0,0;0,0;0,0;16,0;11,9;0,0;1,0;0,0;0,0;0,0;7,5;6,4;60,6;30,1;8,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/02/1977;1;38,7;112,6;24;10;1;1;0;;0;23,5;10,6;0,1;6,0;12,6;0,0;3,6;0,2;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;16,9;0,0;0,0;0,0;0,0;38,7;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2249039;1;01/01/1977;1;52,8;298,6;19;20;1;1;0;;0;1,1;0,0;1,0;23,0;2,5;40,4;29,1;12,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,0;18,0;27,2;52,8;0,0;0,0;0,0;0,7;41,6;4,0;4,9;4,3;11,0;1,6;14,7;0,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/12/1976;1;47,8;200,7;22;17;1;1;0;1784,59997558594;1;25,1;2,9;0,0;0,0;0,0;0,0;1,6;2,1;0,2;0,0;0,0;0,0;0,0;0,0;26,1;14,3;0,6;0,0;0,0;16,0;7,6;47,8;0,1;2,5;2,8;28,1;14,3;8,6;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/11/1976;1;34,0;126,6;1;10;1;1;0;1784,59997558594;1;34,0;0,0;0,0;10,3;26,5;1,8;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;11,1;0,0;0,0;0,0;13,4;12,3;0,0;0,0;0,0;0,0;16,0;0,4;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/10/1976;1;53,3;152,0;9;9;1;1;0;1784,59997558594;1;0,0;0,0;0,0;0,0;18,8;0,0;0,0;0,3;53,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,6;21,6;0,2;0,0;0,0;0,0;0,0;12,2;0,0;2,0;0,0;0,0;0,0;0,0;34,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/09/1976;1;52,5;130,2;26;10;1;1;0;1784,59997558594;1;0,0;0,0;0,0;0,0;17,8;3,7;11,7;1,0;0,0;0,0;0,0;0,0;9,3;3,4;15,4;8,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;52,5;7,2;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/08/1976;1;18,4;98,5;19;11;1;1;0;1784,59997558594;1;0,0;0,0;0,0;0,0;0,9;3,3;0,0;0,0;0,7;17,6;11,3;13,6;14,2;13,4;0,0;0,0;0,0;3,4;18,4;1,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/07/1976;1;34,0;86,0;3;8;1;1;0;1784,59997558594;1;8,2;12,7;34,0;1,6;0,0;0,0;0,7;12,0;16,4;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/06/1976;1;62,9;67,9;6;2;1;1;0;1784,59997558594;1;0,0;0,0;0,0;0,0;5,0;62,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/05/1976;1;27,4;125,1;29;13;1;1;0;1784,59997558594;1;0,0;0,0;0,0;0,0;14,2;0,0;0,0;0,0;1,0;17,4;0,3;2,0;0,0;0,0;0,0;0,0;8,2;5,0;7,6;7,5;17,2;2,3;0,0;0,0;0,0;0,0;0,0;15,0;27,4;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/04/1976;1;29,9;71,9;10;9;1;1;0;1784,59997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,8;29,9;11,9;7,3;2,0;2,4;2,3;0,0;0,0;0,0;0,0;0,0;0,0;1,6;3,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/03/1976;1;61,8;197,1;3;13;1;1;0;1784,59997558594;1;16,5;2,6;61,8;0,0;0,0;0,0;0,0;6,2;0,0;0,0;18,0;0,0;3,2;0,0;0,0;12,8;1,4;17,0;0,0;18,7;27,7;0,0;0,0;0,0;0,0;10,1;1,1;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/02/1976;1;45,6;245,4;16;21;1;1;0;1784,59997558594;1;17,4;28,2;1,7;7,4;11,4;33,2;5,5;7,0;1,3;0,0;0,0;0,0;0,0;0,0;0,0;45,6;0,0;14,6;6,7;0,3;12,9;9,4;2,6;4,6;0,0;1,3;14,3;13,0;7,0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
2249039;1;01/01/1976;1;73,8;283,2;26;22;1;1;0;1784,59997558594;1;1,0;21,1;8,7;19,6;1,8;0,6;23,7;5,8;0,0;6,9;13,0;4,6;0,0;0,0;13,7;1,3;0,0;0,0;0,0;0,7;2,9;0,0;9,8;5,6;4,4;73,8;41,0;1,0;0,0;0,0;22,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/12/1975;1;32,3;197,2;24;19;1;1;0;1264,09997558594;1;31,4;0,4;9,2;5,4;0,0;0,0;0,0;0,0;19,2;0,0;1,4;12,2;10,3;1,5;0,0;0,0;1,5;3,0;0,0;0,0;0,0;14,4;1,4;32,3;11,9;0,0;10,0;0,0;3,2;2,6;25,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/11/1975;1;171,3;318,1;30;16;1;1;0;1264,09997558594;1;14,1;8,6;0,0;0,0;0,0;14,0;3,3;0,0;0,0;5,3;5,0;0,0;0,0;0,0;0,0;0,0;2,7;3,0;4,0;8,0;25,3;0,0;0,0;3,2;5,8;17,8;0,0;0,0;26,7;171,3;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/10/1975;1;25,8;123,0;3;12;1;1;0;1264,09997558594;1;5,8;0,0;25,8;12,0;8,8;5,4;14,3;3,7;0,0;0,0;11,2;0,0;0,0;0,2;0,0;0,0;12,0;19,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/09/1975;1;30,8;34,6;30;4;1;1;0;1264,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,8;1,0;0,0;0,0;30,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/08/1975;1;0,0;0,0;1;0;1;1;1;1264,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/07/1975;1;13,7;33,6;3;3;1;1;0;1264,09997558594;1;0,0;0,0;13,7;0,0;6,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/06/1975;1;5,4;6,1;2;2;1;1;0;1264,09997558594;1;0,0;5,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/05/1975;1;4,2;12,1;1;4;1;1;0;1264,09997558594;1;4,2;0,0;0,1;0,0;3,6;4,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/04/1975;1;44,7;114,2;10;5;1;1;0;1264,09997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,9;44,7;29,4;0,0;0,0;0,0;33,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/03/1975;1;44,4;138,9;9;11;1;1;0;1264,09997558594;1;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;44,4;0,0;0,0;0,0;0,0;0,0;7,7;0,1;0,0;0,0;0,0;29,2;0,0;4,3;0,0;1,4;20,3;0,0;0,0;0,0;0,1;27,6;3,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/02/1975;1;19,6;146,6;26;19;1;1;0;1264,09997558594;1;7,6;14,8;15,5;0,2;5,6;6,5;9,4;7,4;7,2;17,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,0;0,0;0,8;4,3;3,0;19,0;3,0;0,0;19,6;0,9;0,1;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2249039;1;01/01/1975;1;30,0;139,7;12;15;1;1;0;1264,09997558594;1;4,0;16,0;0,0;0,0;0,0;0,0;11,6;0,0;1,6;6,0;17,5;30,0;24,7;0,0;0,0;8,8;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;1,1;0,0;9,0;0,0;2,3;0,7;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/12/1973;1;55,1;340,6;24;23;1;1;0;1263,90002441406;1;0,0;10,3;9,0;10,2;15,2;14,0;42,2;14,6;0,0;0,0;0,0;0,0;3,9;0,0;8,1;0,9;3,4;0,0;0,9;3,6;2,2;0,5;49,3;55,1;8,0;0,0;2,1;17,4;16,9;42,3;10,5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/11/1973;1;33,9;89,4;12;9;1;1;0;1263,90002441406;1;11,9;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,7;0,0;33,9;8,4;0,0;0,0;0,0;20,5;2,0;10,6;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/10/1973;1;26,1;121,5;30;10;1;1;0;1263,90002441406;1;0,0;0,0;0,0;0,0;0,0;19,1;2,3;13,6;0,2;15,1;25,4;0,0;0,0;0,0;0,0;0,0;0,0;14,7;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;26,1;4,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/09/1973;1;39,3;68,1;2;10;1;1;0;1263,90002441406;1;3,6;39,3;0,0;0,0;0,0;0,0;8,8;0,0;0,8;6,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;1,6;2,7;1,7;2,6;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/08/1973;1;18,8;27,6;6;6;1;1;0;1263,90002441406;1;0,0;0,0;0,0;0,0;0,2;18,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,2;6,2;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/07/1973;1;22,1;40,0;3;5;1;1;0;1263,90002441406;1;0,0;8,2;22,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;0,0;2,9;0,0;0,0;0,0;0,0;0,0;4,2;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/06/1973;1;20,7;56,2;24;7;1;1;0;1263,90002441406;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2;0,0;0,0;0,0;0,0;0,3;0,0;0,0;12,1;0,8;0,0;0,0;0,0;0,0;20,7;0,0;0,0;18,2;0,9;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/05/1973;1;32,0;100,8;22;9;1;1;0;1263,90002441406;1;0,0;0,0;24,0;0,4;1,6;6,0;0,0;0,0;0,0;11,9;1,3;1,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32,0;0,0;0,0;21,7;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/04/1973;1;35,0;89,5;1;9;1;1;0;1263,90002441406;1;35,0;6,3;0,0;0,0;0,0;0,0;0,0;0,0;15,5;15,2;0,0;0,0;1,6;0,2;0,0;0,0;0,0;0,0;1,1;7,4;0,0;0,0;0,0;0,0;0,0;0,0;7,2;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/03/1973;1;22,3;71,3;9;10;1;1;0;1263,90002441406;1;0,0;0,0;0,1;0,0;13,5;0,0;0,0;0,2;22,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,4;0,0;0,2;0,1;0,8;0,0;0,0;0,0;0,0;0,0;0,9;18,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/02/1973;1;69,7;128,1;14;13;1;1;0;1263,90002441406;1;10,0;0,0;0,0;2,0;7,9;0,0;0,2;0,0;0,0;0,0;1,4;0,1;0,0;69,7;2,7;13,9;10,0;0,2;8,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,2;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2249039;1;01/01/1973;1;22,6;130,8;9;17;1;1;0;1263,90002441406;1;8,0;0,0;2,0;0,6;7,0;0,0;0,0;0,0;22,6;6,0;0,0;0,0;1,3;17,4;0,0;7,4;0,8;0,0;0,0;0,0;6,5;14,3;13,6;6,3;2,5;14,0;0,5;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/12/1970;1;54,0;157,4;10;14;1;1;0;1500,19995117187;1;4,4;1,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,0;0,0;17,0;0,0;14,1;0,0;0,0;12,9;3,0;0,5;0,0;15,6;12,1;0,0;0,0;0,6;2,9;0,0;0,5;0,0;18,4;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/11/1970;1;61,2;81,2;8;9;1;1;0;1500,19995117187;1;0,0;0,0;1,1;0,0;0,0;0,0;2,3;61,2;5,1;0,0;0,0;0,0;0,0;2,7;1,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2;0,2;3,5;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/10/1970;1;23,2;102,6;18;11;1;1;0;1500,19995117187;1;0,0;12,8;4,8;16,0;1,1;0,0;0,0;0,0;22,2;0,0;0,0;0,0;9,9;0,0;0,0;0,0;0,0;23,2;0,6;10,9;0,2;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/09/1970;1;14,6;62,2;7;8;1;1;0;1500,19995117187;1;0,0;0,0;0,0;0,0;0,0;0,0;14,6;0,0;0,0;0,0;0,0;0,0;13,0;0,0;1,0;8,6;0,0;0,0;0,0;1,6;9,4;3,9;0,0;0,0;0,0;0,0;0,0;0,0;10,1;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/08/1970;1;29,1;77,8;26;5;1;1;0;1500,19995117187;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,1;20,3;18,2;0,0;1,0;9,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/07/1970;1;5,0;11,0;26;4;1;1;0;1500,19995117187;1;0,0;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/06/1970;1;8,3;28,1;24;7;1;1;0;1500,19995117187;1;0,0;0,0;0,0;0,0;0,0;0,0;4,5;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,8;0,0;0,0;0,0;7,0;8,3;0,4;0,0;0,0;0,0;0,0;0,3;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/05/1970;1;25,8;45,5;7;4;1;1;0;1500,19995117187;1;0,0;0,0;0,0;0,0;0,3;0,0;25,8;18,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/04/1970;1;20,2;45,1;3;8;1;1;0;1500,19995117187;1;9,4;0,0;20,2;2,3;1,8;2,7;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,0;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,8;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/03/1970;1;117,6;177,0;14;13;1;1;0;1500,19995117187;1;1,6;0,0;2,8;1,9;0,0;0,0;0,9;0,0;1,6;7,0;2,4;0,0;5,6;117,6;0,0;0,0;4,5;1,0;0,0;0,0;0,0;0,0;0,0;28,4;1,7;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/02/1970;1;72,0;375,1;20;21;1;1;0;1500,19995117187;1;18,1;0,8;4,8;0,1;10,5;22,5;0,0;4,6;0,0;61,5;9,4;7,4;0,0;0,0;27,2;3,9;0,0;2,1;43,3;72,0;4,9;63,9;5,0;0,0;9,8;1,3;0,0;2,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
