EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
2249039;1;01/01/1970;1;121,3;337,2;16;15;1;1;0;1500,19995117187;1;35,8;0,0;5,3;43,1;0,0;5,8;0,0;1,3;0,0;32,0;0,0;0,0;0,0;0,0;32,7;121,3;10,0;0,7;36,0;0,5;10,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;0,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/12/1969;1;43,7;99,5;24;7;1;1;0;957;1;14,4;0,0;0,0;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;17,7;0,0;9,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,7;2,0;0,0;0,0;0,0;0,0;0,0;11,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/11/1969;1;47,8;153,1;13;13;1;1;0;957;1;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;14,4;31,1;0,0;0,0;47,8;3,0;20,0;11,7;0,0;0,7;7,3;9,4;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;5,0;1,9;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/10/1969;1;26,7;146,9;1;12;1;1;0;957;1;26,7;0,0;1,6;24,4;20,9;0,9;24,1;0,0;0,0;6,8;0,0;0,0;0,0;0,0;0,0;0,0;1,8;0,0;0,8;10,6;0,0;0,0;18,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/09/1969;1;17,7;39,2;30;5;1;1;0;957;1;0,0;0,0;0,0;0,0;5,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,8;10,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;17,7;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/08/1969;1;5,4;6,6;7;2;1;1;0;957;1;0,0;0,0;1,2;0,0;0,0;0,0;5,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/07/1969;1;24,1;24,1;13;1;1;1;0;957;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;24,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/06/1969;1;23,6;31,6;2;2;1;1;0;957;1;0,0;23,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/05/1969;1;9,8;15,9;30;6;1;1;0;957;1;0,0;0,0;0,0;2,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;1,2;0,0;0,0;0,0;0,4;9,8;1,9;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/04/1969;1;17,4;41,5;2;5;1;1;0;957;1;0,0;17,4;0,0;0,0;4,3;0,0;0,0;0,0;13,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,0;0,0;0,0;6,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/03/1969;1;46,6;122,3;3;8;1;1;0;957;1;32,4;0,0;46,6;0,0;21,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,2;0,4;0,0;0,0;0,0;0,0;0,0;8,6;1,0;8,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/02/1969;1;20,8;114,0;10;11;1;1;0;957;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;18,6;0,0;20,8;1,6;12,3;17,1;0,0;0,0;0,2;1,6;19,7;0,0;12,9;0,0;0,0;0,0;8,9;0,0;0,0;0,0;0,3;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2249039;1;01/01/1969;1;84,1;162,3;24;11;1;1;0;957;1;0,0;0,0;0,0;30,4;0,0;0,0;0,0;0,0;6,8;0,0;0,0;4,0;4,4;0,0;0,0;16,6;0,0;0,0;0,0;0,0;0,0;0,0;5,0;84,1;1,4;0,5;0,0;1,5;7,6;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/12/1968;1;30,1;96,0;7;14;1;1;0;806,400024414062;1;0,0;5,3;0,6;0,0;2,8;0,0;30,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,0;2,0;0,3;0,0;4,6;0,4;1,8;8,5;11,1;0,0;20,2;7,2;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/11/1968;1;18,4;45,6;30;6;1;1;0;806,400024414062;1;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;0,0;0,0;3,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,2;8,4;4,3;18,4;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/10/1968;1;52,7;123,2;17;9;1;1;0;806,400024414062;1;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;52,7;9,0;20,2;0,0;0,0;0,0;13,6;10,8;0,0;0,0;11,2;3,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/09/1968;1;7,0;11,2;4;3;1;1;0;806,400024414062;1;0,0;0,0;0,0;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/08/1968;1;17,7;41,9;31;4;1;1;0;806,400024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,6;16,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/07/1968;1;5,4;6,7;10;3;1;1;0;806,400024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/06/1968;1;17,1;25,2;21;3;1;1;0;806,400024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,1;0,0;0,0;0,0;2,3;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/05/1968;1;6,9;9,2;16;3;1;1;0;806,400024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0;2,1;6,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/04/1968;1;31,7;34,7;20;3;1;1;0;806,400024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,7;2,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/03/1968;1;28,6;76,3;8;9;1;1;0;806,400024414062;1;0,0;0,0;0,0;0,0;7,6;3,9;18,6;28,6;0,0;0,0;0,0;0,0;1,6;1,4;1,6;0,0;11,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/02/1968;1;16,8;40,5;22;7;1;1;0;806,400024414062;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;1,4;4,2;4,1;9,3;0,0;0,0;0,0;0,0;0,0;16,8;0,0;4,5;0,0;0,0;0,0;0,0;0,0;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
2249039;1;01/01/1968;1;62,8;295,9;3;15;1;1;0;806,400024414062;1;0,0;0,0;62,8;32,5;0,0;0,0;0,0;0,0;0,0;0,0;37,6;18,7;21,9;0,0;7,5;2,9;13,7;6,3;23,8;0,0;13,1;43,7;2,9;7,4;1,1;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/12/1967;1;42,6;215,3;22;17;1;1;0;1339,59997558594;1;0,0;0,0;16,4;7,0;0,6;0,0;0,0;0,0;0,0;16,8;9,2;0,0;0,0;0,0;0,3;1,0;5,2;9,6;19,8;0,0;23,1;42,6;8,2;0,0;0,0;16,6;0,0;0,0;4,4;0,7;33,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/11/1967;1;47,3;148,0;17;15;1;1;0;1339,59997558594;1;0,0;0,0;0,0;32,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,2;3,3;0,6;6,0;10,9;47,3;0,2;0,0;0,0;0,0;0,0;9,7;15,4;7,9;4,0;1,4;6,9;0,2;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/10/1967;1;45,4;152,0;26;12;1;1;0;1339,59997558594;1;0,0;4,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,9;0,0;0,0;0,0;0,0;0,0;5,8;0,1;4,8;17,3;9,6;7,0;0,0;4,6;45,4;39,4;1,3;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/09/1967;1;42,4;95,2;21;7;1;1;0;1339,59997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,8;7,6;15,6;0,0;0,0;19,3;5,6;0,0;0,0;0,0;0,0;0,0;0,0;42,4;0,0;0,0;0,9;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/08/1967;1;0,0;0,0;1;;1;1;0;1339,59997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/07/1967;1;6,9;14,5;23;5;1;1;0;1339,59997558594;1;0,0;2,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,8;1,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;6,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/06/1967;1;24,2;80,5;13;8;1;1;0;1339,59997558594;1;0,0;0,0;0,0;1,9;12,7;11,5;17,6;0,0;0,0;0,0;4,0;6,0;24,2;2,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/05/1967;1;0,0;0,0;1;;1;1;0;1339,59997558594;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/04/1967;1;6,8;10,1;16;5;1;1;0;1339,59997558594;1;2,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;6,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,7;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/03/1967;1;39,1;145,6;6;13;1;1;0;1339,59997558594;1;0,0;3,6;0,0;0,0;0,0;39,1;35,6;0,9;0,0;1,4;0,0;8,0;3,3;3,5;6,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,8;5,6;0,6;0,0;0,0;33,8;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/02/1967;1;29,1;203,1;4;16;1;1;0;1339,59997558594;1;0,0;21,6;4,9;29,1;18,9;3,3;6,1;0,0;3,6;25,4;2,2;0,0;0,0;0,0;15,8;21,9;7,9;8,0;25,6;2,4;0,0;6,4;0,0;0,0;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2249039;1;01/01/1967;1;43,8;275,3;21;20;1;1;0;1339,59997558594;1;0,0;0,0;27,2;0,2;0,5;28,7;0,0;0,0;0,0;3,4;10,7;5,1;16,9;24,2;6,4;6,7;3,9;1,7;18,6;0,0;43,8;26,9;0,0;0,0;0,0;5,4;19,4;0,0;13,0;12,6;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/12/1966;1;115,8;264,7;21;15;1;1;0;1045;1;0,0;0,0;0,0;0,0;0,8;10,7;0,0;10,1;0,0;3,3;0,0;0,0;1,2;0,0;5,1;7,3;2,1;2,2;7,5;46,3;115,8;28,0;9,3;0,0;0,0;0,0;0,0;15,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/11/1966;1;17,6;62,7;18;7;1;1;0;1045;1;0,0;0,9;0,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;9,3;0,0;9,2;5,7;0,0;14,0;0,0;17,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/10/1966;1;69,2;176,8;28;14;1;1;0;1045;1;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,7;23,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;9,0;0,6;0,0;0,0;6,7;45,6;1,0;0,0;0,0;3,3;69,2;1,7;10,8;3,3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/09/1966;1;17,1;47,4;1;7;1;1;0;1045;1;17,1;8,1;8,6;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;8,7;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/08/1966;1;10,8;22,5;31;7;1;1;0;1045;1;6,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,6;0,0;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,2;3,0;10,8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/07/1966;1;12,7;17,7;31;2;1;1;0;1045;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,7;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/06/1966;1;3,0;3,0;24;1;1;1;0;1045;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/05/1966;1;6,7;18,1;6;6;1;1;0;1045;1;0,0;0,0;0,0;0,0;0,0;6,7;0,0;0,0;0,0;0,0;0,0;2,4;1,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,3;1,4;5,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/04/1966;1;34,0;87,4;3;6;1;1;0;1045;1;5,3;0,0;34,0;0,0;0,0;12,8;15,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;19,4;0,2;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/03/1966;1;15,0;33,0;6;10;1;1;0;1045;1;0,0;0,7;0,0;1,4;6,7;15,0;4,4;0,0;2,3;0,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,1;0,3;0,2;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/02/1966;1;59,6;202,1;12;12;1;1;0;1045;1;6,4;3,9;0,0;0,0;0,0;18,8;5,9;0,1;0,0;16,6;26,6;59,6;27,3;4,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,3;0,0;12,4;0,0;0,0;0,0;0,0;;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;
2249039;1;01/01/1966;1;31,2;109,6;28;13;1;1;0;1045;1;15,9;0,5;8,0;2,0;3,1;0,0;0,0;8,4;5,6;6,4;0,0;0,0;0,0;0,0;7,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,2;0,3;1,0;20,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/12/1965;1;48,1;222,4;8;20;1;1;0;1680,30004882813;1;2,7;15,7;0,4;23,8;3,7;0,0;18,7;48,1;12,3;6,9;20,5;15,7;5,1;0,6;1,1;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,1;32,4;0,4;10,3;0,0;0,2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/11/1965;1;78,3;158,9;6;7;1;1;0;1680,30004882813;1;0,0;0,0;0,0;0,0;0,0;78,3;0,0;0,0;0,0;0,0;0,0;0,0;2,7;4,6;0,0;0,0;0,0;0,0;0,0;0,0;21,0;0,0;0,0;0,0;0,0;0,0;31,2;7,7;13,4;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/10/1965;1;32,6;140,6;2;12;1;1;0;1680,30004882813;1;23,4;32,6;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;18,6;0,0;0,0;0,0;15,8;0,0;0,0;0,0;18,6;0,0;12,0;0,0;10,2;0,0;1,6;0,0;0,0;6,0;0,3;0,5;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/09/1965;1;30,4;61,7;27;5;1;1;0;1680,30004882813;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,4;30,4;26,9;0,6;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
2249039;1;01/08/1965;1;2,4;4,5;15;4;1;1;0;1680,30004882813;1;0,2;0,0;0,0;0,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,4;1,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/07/1965;1;15,1;65,5;5;9;1;1;0;1680,30004882813;1;0,0;0,0;0,0;6,2;15,1;3,8;10,8;0,8;2,2;7,6;12,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
2249039;1;01/06/1965;1;17,6;37,5;10;6;1;1;0;1680,30004882813;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,6;17,6;1,6;0,0;0,0;1,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,6;0,0;0,0;0,0;0,0;0,0;2,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
